Year,Planning Region,HDB Town,Storey_Level,Area (SQM),Total Resale Price,Average Resale Price,Median Resale Price,Unit Area (PSF),Sales
2012,Central Region,BISHAN,Low,99.11688312,39705976,515662.026,500000,483.3345711,77
2012,Central Region,BISHAN,Low-Mid,109.7719298,31940276,560355.7193,538000,474.2451032,57
2012,Central Region,BISHAN,Mid,106,44395688.88,576567.3881,555000,505.3293863,77
2012,Central Region,BISHAN,Mid-High,111.3809524,24958000,594238.0952,577500,495.6554759,42
2012,Central Region,BISHAN,High,103.0189873,91740856,580638.3291,576500,523.6230671,158
2012,Central Region,BUKIT MERAH,Low,80.45762712,57714576,489106.5763,450000,564.7635087,118
2012,Central Region,BUKIT MERAH,Low-Mid,83.58878505,53018876,495503.514,472000,550.7177465,107
2012,Central Region,BUKIT MERAH,Mid,81.18548387,60411164,487186.8065,407000,557.5033492,124
2012,Central Region,BUKIT MERAH,Mid-High,81.12087912,44575488,489840.5275,425000,560.9865013,91
2012,Central Region,BUKIT MERAH,High,88.35604396,267186608,587223.3143,615000,617.4437131,455
2012,Central Region,BUKIT TIMAH,Low,104.75,2368000,592000,605000,525.0468058,4
2012,Central Region,BUKIT TIMAH,Low-Mid,113,3900500,650083.3333,642500,534.4670475,6
2012,Central Region,BUKIT TIMAH,Mid,103.1666667,7489000,624083.3333,576000,561.9963973,12
2012,Central Region,BUKIT TIMAH,Mid-High,107.8888889,5562800,618088.8889,602000,532.2363862,9
2012,Central Region,BUKIT TIMAH,High,100,8399500,646115.3846,605000,600.2614151,13
2012,Central Region,CENTRAL AREA,Low,86.33333333,2574000,429000,403000,461.6460548,6
2012,Central Region,CENTRAL AREA,Low-Mid,79.33333333,4119300,457700,413000,535.9886037,9
2012,Central Region,CENTRAL AREA,Mid,68.47619048,8757000,417000,410000,565.7529267,21
2012,Central Region,CENTRAL AREA,Mid-High,72.66666667,5550888,462574,457500,591.3931983,12
2012,Central Region,CENTRAL AREA,High,73.09756098,41291338,503552.9024,473500,639.9890788,82
2012,Central Region,GEYLANG,Low,73.74035088,42584388,373547.2632,329000,470.6203524,114
2012,Central Region,GEYLANG,Low-Mid,77.375,35576800,386704.3478,326500,464.3107497,92
2012,Central Region,GEYLANG,Mid,80.885,51365688,428047.4,381250,491.6479348,120
2012,Central Region,GEYLANG,Mid-High,78.95416667,28434164,394918.9444,353500,464.6899277,72
2012,Central Region,GEYLANG,High,81.1988764,120467423,451188.8502,408000,516.2245861,267
2012,Central Region,KALLANG/WHAMPOA,Low,87.01222222,43885353,487615.0333,439500,520.6275812,90
2012,Central Region,KALLANG/WHAMPOA,Low-Mid,82.18181818,28848888,437104.3636,381000,494.1283167,66
2012,Central Region,KALLANG/WHAMPOA,Mid,80.92307692,46064000,442923.0769,402500,508.4945076,104
2012,Central Region,KALLANG/WHAMPOA,Mid-High,75.5,21736688,418013.2308,370000,514.3673839,52
2012,Central Region,KALLANG/WHAMPOA,High,82.59627329,154862984,480940.9441,434500,540.9556294,322
2012,Central Region,MARINE PARADE,Low,83.15384615,6553000,504076.9231,508000,563.1768828,13
2012,Central Region,MARINE PARADE,Low-Mid,77.38461539,5968800,459138.4615,438000,551.2129242,13
2012,Central Region,MARINE PARADE,Mid,77.95652174,11390500,495239.1304,467000,590.1913559,23
2012,Central Region,MARINE PARADE,Mid-High,79.33333333,7544000,502933.3333,422000,588.9590017,15
2012,Central Region,MARINE PARADE,High,90.84444444,54731052,608122.8,546250,621.9038691,90
2012,Central Region,QUEENSTOWN,Low,66.20930233,35164988,408895.2093,335000,573.750869,86
2012,Central Region,QUEENSTOWN,Low-Mid,70.94117647,21502188,421611.5294,380000,552.1339317,51
2012,Central Region,QUEENSTOWN,Mid,66.93478261,38057041,413663.4891,365000,574.1504099,92
2012,Central Region,QUEENSTOWN,Mid-High,70.39189189,32251652,435833.1351,379000,575.2120206,74
2012,Central Region,QUEENSTOWN,High,78.8370607,172076042.9,549763.7153,485000,647.8522842,313
2012,Central Region,TOA PAYOH,Low,83.94059406,43378274,429487.8614,365000,475.3452966,101
2012,Central Region,TOA PAYOH,Low-Mid,82.21176471,35609952,418940.6118,362000,473.422438,85
2012,Central Region,TOA PAYOH,Mid,82.20512821,51537900,440494.8718,375000,497.8199437,117
2012,Central Region,TOA PAYOH,Mid-High,78.11538462,31916576,409186.8718,355000,486.6485814,78
2012,Central Region,TOA PAYOH,High,88.38858696,191916760,521512.9348,440000,548.1497736,368
2012,East Region,BEDOK,Low,87.76470588,106197776,416461.8667,397000,440.8447623,255
2012,East Region,BEDOK,Low-Mid,85.21118012,64136056,398360.5963,380000,434.3203107,161
2012,East Region,BEDOK,Mid,86.38489209,117432964,422420.7338,403000,454.294812,278
2012,East Region,BEDOK,Mid-High,90.92366412,56887100,434252.6718,413000,443.7066276,131
2012,East Region,BEDOK,High,89.41061947,256356016,453727.4619,428000,471.4507246,565
2012,East Region,PASIR RIS,Low,121.1586207,73595938,507558.1931,485000,389.1901747,145
2012,East Region,PASIR RIS,Low-Mid,122.0119048,41490032,493928.9524,476000,376.0907242,84
2012,East Region,PASIR RIS,Mid,121.1483871,79462075,512658.5484,495000,393.1342782,155
2012,East Region,PASIR RIS,Mid-High,123.961165,52987240,514439.2233,507000,385.5482802,103
2012,East Region,PASIR RIS,High,123.8959538,187796328,542763.9538,526000,406.9904511,346
2012,East Region,TAMPINES,Low,104.5072464,161869788,469187.7913,460000,417.0908319,345
2012,East Region,TAMPINES,Low-Mid,102.7087379,94309601,457813.5971,447444,414.1061118,206
2012,East Region,TAMPINES,Mid,104.7118644,170376609,481289.8559,472444,427.0130635,354
2012,East Region,TAMPINES,Mid-High,105.443299,93251006,480675.2887,471500,423.5094996,194
2012,East Region,TAMPINES,High,103.5602837,276780432,490745.4468,480000,440.2439465,564
2012,North Region,SEMBAWANG,Low,109.2604167,43845500,456723.9583,456000,388.3481917,96
2012,North Region,SEMBAWANG,Low-Mid,111.4,18073388,451834.7,448000,376.8120092,40
2012,North Region,SEMBAWANG,Mid,112.5294118,40467664,476090.1647,462000,393.0551642,85
2012,North Region,SEMBAWANG,Mid-High,107.0238095,19087300,454459.5238,459000,394.4983118,42
2012,North Region,SEMBAWANG,High,107.8187702,147443212,477162.4984,470000,411.1518753,309
2012,North Region,WOODLANDS,Low,107.6448087,154775364,422883.5082,418000,364.9707028,366
2012,North Region,WOODLANDS,Low-Mid,106.1115538,103018052,410430.4861,406888,359.3414233,251
2012,North Region,WOODLANDS,Mid,108.5704057,181671894.9,433584.4747,430000,371.0159735,419
2012,North Region,WOODLANDS,Mid-High,105.837037,114282596,423268.8741,414590,371.5429333,270
2012,North Region,WOODLANDS,High,106.5650602,363927338.9,438466.6733,435000,382.2540542,830
2012,North Region,YISHUN,Low,92.31543624,115958716,389123.2081,370000,391.6004237,298
2012,North Region,YISHUN,Low-Mid,89.5990099,75994392,376209.8614,360000,390.0832572,202
2012,North Region,YISHUN,Mid,91.72569444,114902603,398967.3715,380000,404.08871,288
2012,North Region,YISHUN,Mid-High,92.14507772,77497144,401539.6062,380000,404.842962,193
2012,North Region,YISHUN,High,91.92149533,217561765,406657.5047,393000,411.000222,535
2012,North-East Region,ANG MO KIO,Low,80.16256158,81450452,401233.7537,375000,465.003498,203
2012,North-East Region,ANG MO KIO,Low-Mid,80.30147059,53466700,393137.5,370500,454.8323208,136
2012,North-East Region,ANG MO KIO,Mid,77.69756098,81676810,398423.4634,360000,476.3957364,205
2012,North-East Region,ANG MO KIO,Mid-High,83.99159664,50498652,424358.4202,403000,469.3829742,119
2012,North-East Region,ANG MO KIO,High,83.65,206428736.9,448758.1237,410000,498.3984968,460
2012,North-East Region,HOUGANG,Low,101.3615023,96539728,453238.1596,435000,415.4165304,213
2012,North-East Region,HOUGANG,Low-Mid,101.0754717,69681064,438245.6855,422000,402.8118313,159
2012,North-East Region,HOUGANG,Mid,99.24299065,97291864,454634.8785,440000,425.5918015,214
2012,North-East Region,HOUGANG,Mid-High,99,56059376,452091.7419,432900,424.2498771,124
2012,North-East Region,HOUGANG,High,100.1545254,212615682.9,469350.2933,457000,435.3683581,453
2012,North-East Region,PUNGGOL,Low,105.1153846,39800388,510261.3846,510000,450.9794629,78
2012,North-East Region,PUNGGOL,Low-Mid,105.7820513,39631076,508090.7179,503500,446.2308813,78
2012,North-East Region,PUNGGOL,Mid,105.7346939,51317888,523651.9184,518000,460.103495,98
2012,North-East Region,PUNGGOL,Mid-High,105.0588235,35497388,522020.4118,520000,461.6207235,68
2012,North-East Region,PUNGGOL,High,104.4660194,221898415,538588.3859,540000,478.9743791,412
2012,North-East Region,SENGKANG,Low,108.5388601,96054452,497691.4611,499000,425.9957625,193
2012,North-East Region,SENGKANG,Low-Mid,103.6328125,60262914,470804.0156,456500,422.0590522,128
2012,North-East Region,SENGKANG,Mid,109.1398964,99162928,513797.5544,502000,437.3597789,193
2012,North-East Region,SENGKANG,Mid-High,107.5867769,61650976,509512.1983,515000,439.9730091,121
2012,North-East Region,SENGKANG,High,107.3109843,368426611,525572.9116,521000,455.008113,701
2012,North-East Region,SERANGOON,Low,97.24210526,44144300,464676.8421,435000,443.9428055,95
2012,North-East Region,SERANGOON,Low-Mid,93.015625,28565388,446334.1875,425500,445.7943814,64
2012,North-East Region,SERANGOON,Mid,95.25242718,49359176,479215.301,464000,467.395978,103
2012,North-East Region,SERANGOON,Mid-High,105.8421053,30197352,529778.1053,500000,465.0138431,57
2012,North-East Region,SERANGOON,High,99.20245399,84831183,520436.7055,513000,487.3891413,163
2012,West Region,BUKIT BATOK,Low,93.49746193,81416151,413279.9543,375000,410.6528722,197
2012,West Region,BUKIT BATOK,Low-Mid,89.17449664,58603588,393312.6711,355000,409.7581658,149
2012,West Region,BUKIT BATOK,Mid,88.4139785,74737964,401817.0108,364000,422.2189589,186
2012,West Region,BUKIT BATOK,Mid-High,95.68316832,43230064,428020.4356,415000,415.5844631,101
2012,West Region,BUKIT BATOK,High,94.16836735,177847381,453692.2985,435000,447.5965309,392
2012,West Region,BUKIT PANJANG,Low,106.7391304,60605388,439169.4783,420500,382.2423784,138
2012,West Region,BUKIT PANJANG,Low-Mid,104.3835616,31325020,429109.863,412000,381.9150134,73
2012,West Region,BUKIT PANJANG,Mid,106.4084507,63798964,449288.4789,434000,392.264953,142
2012,West Region,BUKIT PANJANG,Mid-High,103.3174603,27308076,433461.5238,419000,389.7688942,63
2012,West Region,BUKIT PANJANG,High,106.4658537,197398987,481460.9439,480000,420.1274595,410
2012,West Region,CHOA CHU KANG,Low,112.0463576,66845896,442688.053,425000,367.0543744,151
2012,West Region,CHOA CHU KANG,Low-Mid,111.1923077,56799676,436920.5846,421500,365.0548376,130
2012,West Region,CHOA CHU KANG,Mid,113.9085714,82081128,469035.0171,452500,382.5420737,175
2012,West Region,CHOA CHU KANG,Mid-High,112.1769912,51801086.88,458416.6981,432000,379.6531322,113
2012,West Region,CHOA CHU KANG,High,112.0407332,232043357,472593.3951,465000,391.8700309,491
2012,West Region,CLEMENTI,Low,76.80769231,41899164,402876.5769,375444,487.3013866,104
2012,West Region,CLEMENTI,Low-Mid,81.68493151,31711888,434409.4247,401000,494.0690341,73
2012,West Region,CLEMENTI,Mid,80.69158879,47262588,441706.4299,405000,508.5525078,107
2012,West Region,CLEMENTI,Mid-High,79.825,34643496,433043.7,398000,503.9914202,80
2012,West Region,CLEMENTI,High,86.57819905,103334308,489736.0569,448000,525.5135012,211
2012,West Region,JURONG EAST,Low,91.05,32296288,403703.6,362944,411.9201317,80
2012,West Region,JURONG EAST,Low-Mid,88.90277778,27970200,388475,348500,405.9551826,72
2012,West Region,JURONG EAST,Mid,89.90265487,46182688,408696.354,370000,422.3364763,113
2012,West Region,JURONG EAST,Mid-High,90.92982456,23369800,409996.4912,377000,418.8939929,57
2012,West Region,JURONG EAST,High,96.05633803,95982941,450624.1362,434000,435.8316538,213
2012,West Region,JURONG WEST,Low,102.746875,137342257,429194.5531,427000,388.0752317,320
2012,West Region,JURONG WEST,Low-Mid,101.7355769,87008876,418311.9038,418000,381.9950338,208
2012,West Region,JURONG WEST,Mid,104.2628726,162038416,439128.4986,437000,391.2841736,369
2012,West Region,JURONG WEST,Mid-High,106.0259067,86333629,447324.5026,449000,391.9593584,193
2012,West Region,JURONG WEST,High,102.2116528,385454959,458329.321,459000,416.588787,841
2013,Central Region,BISHAN,Low,110.8108108,44360276,599463.1892,570000,502.5864005,74
2013,Central Region,BISHAN,Mid,98.77777778,39829916,553193.2778,535000,520.2930062,72
2013,Central Region,BISHAN,High,107.2876712,92069543,630613.3082,622500,546.0641416,146
2013,Central Region,BUKIT MERAH,Low,84.27102804,57191826,534503.0467,558000,589.2535922,107
2013,Central Region,BUKIT MERAH,Mid,79.07534247,73007352,500050.3562,447000,587.4934177,146
2013,Central Region,BUKIT MERAH,High,88.17312073,270174878,615432.5239,663888,648.4471372,439
2013,Central Region,BUKIT TIMAH,Low,90.8,2845000,569000,565000,582.1793053,5
2013,Central Region,BUKIT TIMAH,Mid,111.7,7178000,717800,724500,597.008654,10
2013,Central Region,BUKIT TIMAH,High,106.9473684,13036888,686152,670000,596.0470962,19
2013,Central Region,CENTRAL AREA,Low,72.625,3302000,412750,390500,527.9967899,8
2013,Central Region,CENTRAL AREA,Mid,75.88888889,8262776,459043.1111,450000,561.9602871,18
2013,Central Region,CENTRAL AREA,High,71,35604742,481145.1622,488444,629.5759367,74
2013,Central Region,GEYLANG,Low,77.51487603,48202800,398370.2479,380000,477.4547131,121
2013,Central Region,GEYLANG,Mid,73.71101695,46541776,394421.8305,349000,497.1173113,118
2013,Central Region,GEYLANG,High,78.03899614,115614270,446387.1429,388000,531.4107661,259
2013,Central Region,KALLANG/WHAMPOA,Low,86.85869565,44533264,484057.2174,444500,517.7424115,92
2013,Central Region,KALLANG/WHAMPOA,Mid,79.87475728,46749442,453878.0777,420000,527.9101364,103
2013,Central Region,KALLANG/WHAMPOA,High,82.46317568,148754829,502550.098,466500,566.1736485,296
2013,Central Region,MARINE PARADE,Low,77.15384615,6222000,478615.3846,450000,576.3143313,13
2013,Central Region,MARINE PARADE,Mid,78.3030303,16700576,506078.0606,440000,600.439544,33
2013,Central Region,MARINE PARADE,High,90.984375,40250464,628913.5,546000,642.176556,64
2013,Central Region,QUEENSTOWN,Low,66.2755102,40067388,408850.898,345500,573.1155893,98
2013,Central Region,QUEENSTOWN,Mid,66.14942529,36733176,422220.4138,375000,592.9847127,87
2013,Central Region,QUEENSTOWN,High,78.69896194,163304367,565067.0138,515000,667.0544681,289
2013,Central Region,TOA PAYOH,Low,82.53153153,48240388,434598.0901,373000,489.2132991,111
2013,Central Region,TOA PAYOH,Mid,79.5503876,55708026,431845.1628,376500,504.331512,129
2013,Central Region,TOA PAYOH,High,84.571875,170786280,533707.125,442500,586.2831156,320
2013,East Region,BEDOK,Low,87.84545455,94565496,429843.1636,405000,454.5912532,220
2013,East Region,BEDOK,Mid,86.59075908,132068616,435870.0198,415000,467.6444635,303
2013,East Region,BEDOK,High,86.8013468,271177378,456527.5724,430000,488.6196116,594
2013,East Region,PASIR RIS,Low,122.8285714,72327726,516626.6143,503000,390.7578579,140
2013,East Region,PASIR RIS,Mid,120.7737226,71976276,525374.2774,485000,404.1352181,137
2013,East Region,PASIR RIS,High,122.3065134,141082960,540547.7395,522000,410.5960955,261
2013,East Region,TAMPINES,Low,104.5,149602352,482588.2323,474000,429.0330836,310
2013,East Region,TAMPINES,Mid,102.4115854,158694328,483824.1707,470000,438.9032708,328
2013,East Region,TAMPINES,High,104.6746204,232990568,505402.5336,500000,448.566014,461
2013,North Region,SEMBAWANG,Low,106.984127,28986588,460104.5714,455000,399.5466989,63
2013,North Region,SEMBAWANG,Mid,107.6707317,39115940,477023.6585,470000,411.5973786,82
2013,North Region,SEMBAWANG,High,109.9104478,99915240,497090.7463,490000,420.171941,201
2013,North Region,WOODLANDS,Low,105.7150997,151407940,431361.6524,420000,379.0834776,351
2013,North Region,WOODLANDS,Mid,107.8683544,176855961,447736.6101,434000,385.6194217,395
2013,North Region,WOODLANDS,High,108.4100719,319673496,459961.8647,450000,394.1690666,695
2013,North Region,YISHUN,Low,90.68686869,117115540,394328.4175,372000,403.9652568,297
2013,North Region,YISHUN,Mid,89.39252336,128780192,401184.3988,377000,416.9396378,321
2013,North Region,YISHUN,High,90.41004184,198024495,414277.1862,385500,425.7010224,478
2013,North-East Region,ANG MO KIO,Low,79.23333333,60588964,403926.4267,360000,473.6141686,150
2013,North-East Region,ANG MO KIO,Mid,78.80193237,86022164,415566.0097,382500,489.9293941,207
2013,North-East Region,ANG MO KIO,High,82.35128806,193965508,454251.7752,408888,512.4560001,427
2013,North-East Region,HOUGANG,Low,98.64766839,87837464,455116.3938,431000,428.6136524,193
2013,North-East Region,HOUGANG,Mid,98.625,107727984,464344.7586,439500,437.4051349,232
2013,North-East Region,HOUGANG,High,100.0917874,199877956,482796.9952,467500,448.1221997,414
2013,North-East Region,PUNGGOL,Low,106.2545455,28248988,513617.9636,515000,449.0792953,55
2013,North-East Region,PUNGGOL,Mid,104.78125,33856276,529004.3125,526500,469.0357899,64
2013,North-East Region,PUNGGOL,High,103.2478632,127029302,542860.265,540900,488.4693603,234
2013,North-East Region,SENGKANG,Low,105.6766467,83745664,501471.0419,503000,440.8564314,167
2013,North-East Region,SENGKANG,Mid,104.36,90974203,519852.5886,515000,462.7820292,175
2013,North-East Region,SENGKANG,High,102.5824,335936316,537498.1056,538000,486.7819073,625
2013,North-East Region,SERANGOON,Low,99.02325581,41082863,477707.7093,475000,448.1830153,86
2013,North-East Region,SERANGOON,Mid,88.21212121,45591388,460519.0707,428000,485.0088906,99
2013,North-East Region,SERANGOON,High,99.73888889,94793535,526630.75,500500,490.5372972,180
2013,West Region,BUKIT BATOK,Low,88.78518519,55597328,411832.0593,365000,430.9332376,135
2013,West Region,BUKIT BATOK,Mid,87.97969543,82110364,416803.8782,362000,440.128653,197
2013,West Region,BUKIT BATOK,High,92.20677966,134433687,455707.4136,412000,459.1489389,295
2013,West Region,BUKIT PANJANG,Low,104.9891304,40462276,439807.3478,414500,389.1781844,92
2013,West Region,BUKIT PANJANG,Mid,106.2336449,48684902,454999.0841,428000,397.9044405,107
2013,West Region,BUKIT PANJANG,High,106.3920266,149697604,497334.2326,480000,434.2797886,301
2013,West Region,CHOA CHU KANG,Low,110.4552846,55500964,451227.3496,442000,379.524015,123
2013,West Region,CHOA CHU KANG,Mid,112.6987179,73783764,472972.8462,451000,389.8949213,156
2013,West Region,CHOA CHU KANG,High,111.3555556,151974208,482457.8032,472000,402.5110354,315
2013,West Region,CLEMENTI,Low,83.83146067,40552288,455643.6854,405000,504.9503391,89
2013,West Region,CLEMENTI,Mid,79.90291262,45797988,444640.6602,405000,516.9837702,103
2013,West Region,CLEMENTI,High,86.1559633,111349940,510779.5413,468000,550.7804249,218
2013,West Region,JURONG EAST,Low,92.43373494,34519600,415898.7952,375000,418.0108033,83
2013,West Region,JURONG EAST,Mid,90.23529412,42979959.43,421372.1513,372000,433.8301558,102
2013,West Region,JURONG EAST,High,99.77669903,99589688,483445.0874,458500,450.1407863,206
2013,West Region,JURONG WEST,Low,101.3627119,126081664,427395.4712,428000,391.7256775,295
2013,West Region,JURONG WEST,Mid,103.0090634,150118319,453529.6647,447000,409.035127,331
2013,West Region,JURONG WEST,High,101.4023904,349124451,463644.6892,467500,424.7833075,753
2014,Central Region,BISHAN,Low,102.1538462,34442276,529881.1692,505000,481.8968737,65
2014,Central Region,BISHAN,Mid,102.9259259,46334364,572029.1852,530000,516.3257092,81
2014,Central Region,BISHAN,High,104.5912409,82064376,599010.0438,570000,532.0704435,137
2014,Central Region,BUKIT MERAH,Low,80.05825243,49696300,482488.3495,470000,559.9007779,103
2014,Central Region,BUKIT MERAH,Mid,78.95620438,65383163,477249.365,404000,561.5513068,137
2014,Central Region,BUKIT MERAH,High,85.77464789,242221396,568594.8263,586500,615.8490919,426
2014,Central Region,BUKIT TIMAH,Mid,100.5555556,5407000,600777.7778,430000,555.0577054,9
2014,Central Region,BUKIT TIMAH,High,105.7058824,11721500,689500,710000,605.990004,17
2014,Central Region,CENTRAL AREA,Low,79,2555000,425833.3333,420000,500.7753099,6
2014,Central Region,CENTRAL AREA,Mid,70.79166667,10202689,425112.0417,415000,557.8939032,24
2014,Central Region,CENTRAL AREA,High,69.8875,38172182,477152.275,460000,634.289963,80
2014,Central Region,GEYLANG,Low,71.56504854,36584052,355184.9709,300888,461.0881451,103
2014,Central Region,GEYLANG,Mid,74.8661157,46157264,381464.9917,345000,473.3689113,121
2014,Central Region,GEYLANG,High,80.10130435,100093126,435187.5043,393000,504.739362,230
2014,Central Region,KALLANG/WHAMPOA,Low,82.4945055,41944999,460934.0549,400000,519.0917398,91
2014,Central Region,KALLANG/WHAMPOA,Mid,76.97410714,46851826.8,418319.8821,378500,504.8870042,112
2014,Central Region,KALLANG/WHAMPOA,High,83.65638298,134298004,476234.0567,432500,528.873385,282
2014,Central Region,MARINE PARADE,Low,79.39130435,10729000,466478.2609,400000,545.8694856,23
2014,Central Region,MARINE PARADE,Mid,72.1,13042288,434742.9333,422500,560.1800168,30
2014,Central Region,MARINE PARADE,High,88.06122449,56008631,571516.6429,533500,602.9405703,98
2014,Central Region,QUEENSTOWN,Low,73.92647059,29925388,440079.2353,342500,553.0459934,68
2014,Central Region,QUEENSTOWN,Mid,71.01149425,36737552,422270.7126,378000,552.4495898,87
2014,Central Region,QUEENSTOWN,High,79.86688312,171114380.9,555566.1717,512500,646.2482847,308
2014,Central Region,TOA PAYOH,Low,82.94565217,38610944,419684.1739,350000,470.0665111,92
2014,Central Region,TOA PAYOH,Mid,75.89552239,53010664,395601.9701,345944,484.2533534,134
2014,Central Region,TOA PAYOH,High,80.89547038,132155844,460473.324,388888,528.8233425,287
2014,East Region,BEDOK,Low,84.50239234,81157156,388311.7512,360000,426.9154525,209
2014,East Region,BEDOK,Mid,83.56989247,111598116,399993.2473,365000,444.6652199,279
2014,East Region,BEDOK,High,86.96529969,274989684,433737.6719,410000,463.35248,634
2014,East Region,PASIR RIS,Low,120.7734375,61242776,478459.1875,450000,368.0474529,128
2014,East Region,PASIR RIS,Mid,122.7578125,63777388,498260.8438,480000,377.0838772,128
2014,East Region,PASIR RIS,High,120.6806084,133677992,508281.3384,485000,391.2884419,263
2014,East Region,TAMPINES,Low,100.1527778,127259116,441871.9306,430000,409.886638,288
2014,East Region,TAMPINES,Mid,101.9047619,173465901,458904.5,445000,418.3677346,378
2014,East Region,TAMPINES,High,104.0536278,311303366,491014.7729,475000,438.3971055,634
2014,North Region,SEMBAWANG,Low,103.42,20098000,401960,400000,361.0843367,50
2014,North Region,SEMBAWANG,Mid,104.8493151,31050576,425350.3562,418000,376.8873394,73
2014,North Region,SEMBAWANG,High,104.8378378,112536338,434503.2355,425000,385.0395179,259
2014,North Region,WOODLANDS,Low,101.7715447,95170502,386871.9593,372000,353.1597756,246
